IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.210.63.130,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,5077 kB/s
8.218.142.253,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,5060 kB/s
8.210.89.245,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,5053 kB/s
47.242.174.27,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,5048 kB/s
47.237.121.38,2086,false,SIN,Asia Pacific,Singapore,270 ms,5042 kB/s
47.236.75.152,80,false,SIN,Asia Pacific,Singapore,274 ms,5028 kB/s
8.219.50.180,80,false,SIN,Asia Pacific,Singapore,275 ms,5022 kB/s
47.236.80.110,2082,false,SIN,Asia Pacific,Singapore,268 ms,5021 kB/s
8.219.189.143,80,false,SIN,Asia Pacific,Singapore,281 ms,5020 kB/s
47.236.169.141,2086,false,SIN,Asia Pacific,Singapore,278 ms,5017 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,284 ms,5004 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,292 ms,4984 kB/s
47.236.168.17,2095,false,SIN,Asia Pacific,Singapore,280 ms,4978 kB/s
8.217.91.121,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,4974 kB/s
47.76.192.24,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,4968 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,274 ms,4958 kB/s
47.237.8.82,2052,false,SIN,Asia Pacific,Singapore,290 ms,4949 kB/s
47.242.232.14,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,4938 kB/s
8.218.188.129,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,4935 kB/s
47.236.121.23,2082,false,SIN,Asia Pacific,Singapore,273 ms,4932 kB/s
47.236.168.17,2082,false,SIN,Asia Pacific,Singapore,283 ms,4929 kB/s
47.236.237.90,2052,false,SIN,Asia Pacific,Singapore,270 ms,4924 kB/s
47.236.171.205,80,false,SIN,Asia Pacific,Singapore,278 ms,4922 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,280 ms,4911 kB/s
47.236.169.141,8880,false,SIN,Asia Pacific,Singapore,270 ms,4908 kB/s
47.236.172.95,8080,false,SIN,Asia Pacific,Singapore,282 ms,4907 kB/s
47.236.17.193,2082,false,SIN,Asia Pacific,Singapore,264 ms,4903 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,282 ms,4903 kB/s
8.217.50.252,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4900 kB/s
47.236.169.15,2052,false,SIN,Asia Pacific,Singapore,273 ms,4893 kB/s
47.237.95.13,2082,false,SIN,Asia Pacific,Singapore,275 ms,4882 kB/s
47.236.172.71,8880,false,SIN,Asia Pacific,Singapore,286 ms,4882 kB/s
47.236.232.148,2082,false,SIN,Asia Pacific,Singapore,278 ms,4880 kB/s
8.217.49.34,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,4875 kB/s
47.238.6.102,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,4872 kB/s
8.218.211.17,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,4871 kB/s
8.219.110.81,2082,false,SIN,Asia Pacific,Singapore,277 ms,4866 kB/s
47.237.82.15,2095,false,SIN,Asia Pacific,Singapore,273 ms,4854 kB/s
8.210.101.157,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,4841 kB/s
47.236.75.152,2052,false,SIN,Asia Pacific,Singapore,280 ms,4831 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,277 ms,4829 kB/s
47.237.121.38,8880,false,SIN,Asia Pacific,Singapore,273 ms,4826 kB/s
47.236.146.249,2082,false,SIN,Asia Pacific,Singapore,279 ms,4824 kB/s
47.76.26.26,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,4823 kB/s
47.243.173.187,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,4820 kB/s
47.236.254.120,8880,false,SIN,Asia Pacific,Singapore,286 ms,4817 kB/s
47.237.95.140,2086,false,SIN,Asia Pacific,Singapore,284 ms,4810 kB/s
8.218.3.198,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,4810 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,281 ms,4808 kB/s
8.217.251.62,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,4799 kB/s
47.236.172.71,2086,false,SIN,Asia Pacific,Singapore,277 ms,4793 kB/s
47.242.54.157,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4789 kB/s
47.236.189.92,2086,false,SIN,Asia Pacific,Singapore,284 ms,4788 kB/s
47.237.0.31,2082,false,SIN,Asia Pacific,Singapore,264 ms,4784 kB/s
47.237.125.8,2082,false,SIN,Asia Pacific,Singapore,279 ms,4768 kB/s
47.237.86.185,2082,false,SIN,Asia Pacific,Singapore,275 ms,4766 kB/s
47.237.11.182,2095,false,SIN,Asia Pacific,Singapore,281 ms,4748 kB/s
8.210.101.157,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,4745 kB/s
47.236.169.141,2082,false,SIN,Asia Pacific,Singapore,271 ms,4736 kB/s
47.236.144.196,2052,false,SIN,Asia Pacific,Singapore,268 ms,4734 kB/s
47.238.40.58,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,4731 kB/s
47.236.232.148,2086,false,SIN,Asia Pacific,Singapore,283 ms,4730 kB/s
47.236.254.120,2095,false,SIN,Asia Pacific,Singapore,271 ms,4725 kB/s
47.242.125.241,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,4723 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,278 ms,4716 kB/s
8.218.85.128,2052,false,HKG,Asia Pacific,Hong Kong,55 ms,4713 kB/s
47.237.125.8,2095,false,SIN,Asia Pacific,Singapore,265 ms,4712 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,285 ms,4707 kB/s
47.236.180.24,2095,false,SIN,Asia Pacific,Singapore,279 ms,4703 kB/s
47.236.166.131,2095,false,SIN,Asia Pacific,Singapore,280 ms,4695 kB/s
8.218.18.235,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,4694 kB/s
8.219.87.30,2052,false,SIN,Asia Pacific,Singapore,275 ms,4692 kB/s
47.236.80.110,2052,false,SIN,Asia Pacific,Singapore,276 ms,4691 kB/s
47.236.17.193,2086,false,SIN,Asia Pacific,Singapore,278 ms,4691 kB/s
8.217.91.121,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,4678 kB/s
47.237.84.173,80,false,SIN,Asia Pacific,Singapore,274 ms,4675 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,270 ms,4669 kB/s
47.237.121.38,2095,false,SIN,Asia Pacific,Singapore,267 ms,4667 kB/s
47.236.169.164,8880,false,SIN,Asia Pacific,Singapore,282 ms,4665 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,271 ms,4660 kB/s
47.236.149.107,2082,false,SIN,Asia Pacific,Singapore,268 ms,4654 kB/s
47.236.164.215,2052,false,SIN,Asia Pacific,Singapore,282 ms,4645 kB/s
47.76.178.146,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,4636 kB/s
47.236.254.120,2082,false,SIN,Asia Pacific,Singapore,267 ms,4632 kB/s
8.219.110.81,2052,false,SIN,Asia Pacific,Singapore,270 ms,4631 kB/s
8.218.48.92,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4626 kB/s
47.236.189.92,8880,false,SIN,Asia Pacific,Singapore,279 ms,4624 kB/s
8.219.87.30,2086,false,SIN,Asia Pacific,Singapore,278 ms,4620 kB/s
47.76.189.102,80,false,HKG,Asia Pacific,Hong Kong,60 ms,4619 kB/s
47.236.130.95,2086,false,SIN,Asia Pacific,Singapore,270 ms,4614 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,291 ms,4612 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,269 ms,4602 kB/s
47.237.81.112,8080,false,SIN,Asia Pacific,Singapore,279 ms,4601 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,270 ms,4599 kB/s
8.219.110.81,80,false,SIN,Asia Pacific,Singapore,264 ms,4583 kB/s
8.218.188.129,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,4575 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,278 ms,4573 kB/s
47.236.168.17,8880,false,SIN,Asia Pacific,Singapore,281 ms,4570 kB/s
47.243.173.187,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4570 kB/s
47.237.95.140,2082,false,SIN,Asia Pacific,Singapore,272 ms,4558 kB/s
47.236.166.131,8880,false,SIN,Asia Pacific,Singapore,277 ms,4557 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,286 ms,4551 kB/s
47.236.146.249,2095,false,SIN,Asia Pacific,Singapore,278 ms,4548 kB/s
47.236.149.107,80,false,SIN,Asia Pacific,Singapore,268 ms,4548 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,275 ms,4546 kB/s
47.236.80.110,2095,false,SIN,Asia Pacific,Singapore,274 ms,4545 kB/s
47.237.92.26,8880,false,SIN,Asia Pacific,Singapore,275 ms,4543 kB/s
47.236.150.13,2086,false,SIN,Asia Pacific,Singapore,268 ms,4543 kB/s
47.236.145.85,8880,false,SIN,Asia Pacific,Singapore,285 ms,4542 kB/s
47.236.205.188,80,false,SIN,Asia Pacific,Singapore,281 ms,4541 kB/s
47.236.169.141,8080,false,SIN,Asia Pacific,Singapore,276 ms,4534 kB/s
47.242.7.162,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,4534 kB/s
47.236.144.196,2082,false,SIN,Asia Pacific,Singapore,269 ms,4531 kB/s
47.236.168.17,2052,false,SIN,Asia Pacific,Singapore,268 ms,4524 kB/s
8.210.34.188,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,4522 kB/s
47.236.169.15,2082,false,SIN,Asia Pacific,Singapore,274 ms,4521 kB/s
47.238.40.58,80,false,HKG,Asia Pacific,Hong Kong,58 ms,4516 kB/s
8.219.153.237,8080,false,NRT,Asia Pacific,Tokyo,363 ms,4509 kB/s
8.217.66.3,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,4501 kB/s
47.236.174.206,2086,false,SIN,Asia Pacific,Singapore,272 ms,4501 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,277 ms,4498 kB/s
47.236.172.95,2086,false,SIN,Asia Pacific,Singapore,268 ms,4498 kB/s
47.236.104.11,2052,false,SIN,Asia Pacific,Singapore,274 ms,4493 kB/s
47.236.10.182,2086,false,SIN,Asia Pacific,Singapore,280 ms,4490 kB/s
47.236.164.215,2095,false,SIN,Asia Pacific,Singapore,272 ms,4490 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,291 ms,4485 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,272 ms,4484 kB/s
47.236.232.148,80,false,SIN,Asia Pacific,Singapore,277 ms,4483 kB/s
8.217.91.121,80,false,HKG,Asia Pacific,Hong Kong,70 ms,4481 kB/s
47.237.121.38,8080,false,SIN,Asia Pacific,Singapore,269 ms,4479 kB/s
47.237.11.182,8880,false,SIN,Asia Pacific,Singapore,281 ms,4478 kB/s
8.222.237.131,8880,false,SIN,Asia Pacific,Singapore,276 ms,4476 kB/s
8.219.66.156,8880,false,NRT,Asia Pacific,Tokyo,353 ms,4475 kB/s
47.237.86.185,8080,false,SIN,Asia Pacific,Singapore,281 ms,4475 kB/s
8.217.50.252,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,4472 kB/s
47.237.95.13,2086,false,SIN,Asia Pacific,Singapore,281 ms,4466 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,287 ms,4465 kB/s
47.236.171.205,8880,false,SIN,Asia Pacific,Singapore,276 ms,4464 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,269 ms,4464 kB/s
8.219.153.237,2052,false,NRT,Asia Pacific,Tokyo,379 ms,4463 kB/s
47.236.150.13,2052,false,SIN,Asia Pacific,Singapore,283 ms,4462 kB/s
47.236.17.193,2052,false,SIN,Asia Pacific,Singapore,266 ms,4454 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,280 ms,4450 kB/s
8.218.85.128,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,4449 kB/s
47.242.174.27,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4449 kB/s
47.236.123.133,8880,false,SIN,Asia Pacific,Singapore,270 ms,4448 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,285 ms,4437 kB/s
47.236.130.95,8880,false,SIN,Asia Pacific,Singapore,275 ms,4432 kB/s
47.236.149.107,8880,false,SIN,Asia Pacific,Singapore,276 ms,4432 kB/s
47.242.107.109,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,4432 kB/s
8.218.18.235,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,4415 kB/s
47.236.254.120,2052,false,SIN,Asia Pacific,Singapore,275 ms,4412 kB/s
8.218.22.210,2095,false,HKG,Asia Pacific,Hong Kong,70 ms,4409 kB/s
8.210.9.129,80,false,HKG,Asia Pacific,Hong Kong,59 ms,4409 kB/s
8.217.66.3,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,4408 kB/s
8.218.65.171,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,4407 kB/s
47.236.149.107,2052,false,SIN,Asia Pacific,Singapore,277 ms,4404 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,272 ms,4399 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,268 ms,4397 kB/s
47.236.5.223,2052,false,SIN,Asia Pacific,Singapore,287 ms,4390 kB/s
47.236.75.152,2082,false,SIN,Asia Pacific,Singapore,282 ms,4387 kB/s
47.236.169.141,80,false,SIN,Asia Pacific,Singapore,278 ms,4387 kB/s
47.236.144.156,8080,false,SIN,Asia Pacific,Singapore,271 ms,4382 kB/s
47.236.17.193,8880,false,SIN,Asia Pacific,Singapore,275 ms,4374 kB/s
47.236.87.246,80,false,SIN,Asia Pacific,Singapore,272 ms,4373 kB/s
47.237.100.206,2086,false,SIN,Asia Pacific,Singapore,274 ms,4373 kB/s
8.219.110.81,2095,false,SIN,Asia Pacific,Singapore,282 ms,4373 kB/s
8.218.48.92,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,4363 kB/s
47.237.11.182,80,false,SIN,Asia Pacific,Singapore,277 ms,4362 kB/s
47.236.117.48,80,false,SIN,Asia Pacific,Singapore,277 ms,4362 kB/s
47.236.83.239,8880,false,SIN,Asia Pacific,Singapore,273 ms,4351 kB/s
47.236.165.25,2052,false,SIN,Asia Pacific,Singapore,276 ms,4349 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,274 ms,4348 kB/s
47.236.171.205,2082,false,SIN,Asia Pacific,Singapore,282 ms,4342 kB/s
47.76.214.139,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,4338 kB/s
8.218.188.129,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,4337 kB/s
8.218.22.210,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,4330 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,282 ms,4327 kB/s
47.236.118.216,2086,false,SIN,Asia Pacific,Singapore,275 ms,4321 kB/s
8.219.66.156,2086,false,NRT,Asia Pacific,Tokyo,353 ms,4320 kB/s
47.236.171.205,2095,false,SIN,Asia Pacific,Singapore,283 ms,4316 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,281 ms,4314 kB/s
8.219.202.130,8880,false,SIN,Asia Pacific,Singapore,272 ms,4304 kB/s
47.236.167.231,8880,false,SIN,Asia Pacific,Singapore,275 ms,4303 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,274 ms,4302 kB/s
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,279 ms,4295 kB/s
47.236.97.90,2095,false,SIN,Asia Pacific,Singapore,283 ms,4293 kB/s
47.236.165.25,2086,false,SIN,Asia Pacific,Singapore,281 ms,4291 kB/s
8.218.142.253,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,4278 kB/s
47.237.95.140,2052,false,SIN,Asia Pacific,Singapore,267 ms,4275 kB/s
8.218.11.90,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4273 kB/s
47.237.100.206,2082,false,SIN,Asia Pacific,Singapore,275 ms,4271 kB/s
47.236.75.152,2095,false,SIN,Asia Pacific,Singapore,288 ms,4266 kB/s
8.219.153.237,80,false,NRT,Asia Pacific,Tokyo,360 ms,4264 kB/s
47.237.10.1,8080,false,SIN,Asia Pacific,Singapore,281 ms,4263 kB/s
47.236.202.91,2095,false,SIN,Asia Pacific,Singapore,267 ms,4262 kB/s
8.217.49.34,80,false,HKG,Asia Pacific,Hong Kong,57 ms,4260 kB/s
47.236.9.152,80,false,SIN,Asia Pacific,Singapore,279 ms,4259 kB/s
47.237.121.38,2052,false,SIN,Asia Pacific,Singapore,269 ms,4257 kB/s
47.242.59.216,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,4249 kB/s
47.76.192.24,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,4248 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,274 ms,4246 kB/s
47.236.80.110,2086,false,SIN,Asia Pacific,Singapore,269 ms,4244 kB/s
47.237.8.82,8080,false,SIN,Asia Pacific,Singapore,267 ms,4238 kB/s
47.237.83.20,2052,false,SIN,Asia Pacific,Singapore,279 ms,4235 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,283 ms,4233 kB/s
47.76.189.102,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,4226 kB/s
47.237.94.140,80,false,SIN,Asia Pacific,Singapore,286 ms,4221 kB/s
47.237.0.31,8080,false,SIN,Asia Pacific,Singapore,274 ms,4213 kB/s
47.236.169.164,2052,false,SIN,Asia Pacific,Singapore,273 ms,4211 kB/s
8.219.67.133,8080,false,SIN,Asia Pacific,Singapore,279 ms,4208 kB/s
8.218.204.128,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4206 kB/s
47.242.234.127,2082,false,HKG,Asia Pacific,Hong Kong,54 ms,4205 kB/s
8.218.85.128,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,4203 kB/s
47.237.92.26,2082,false,SIN,Asia Pacific,Singapore,280 ms,4202 kB/s
47.237.100.206,2095,false,SIN,Asia Pacific,Singapore,289 ms,4201 kB/s
47.237.83.20,80,false,SIN,Asia Pacific,Singapore,272 ms,4199 kB/s
47.236.205.188,8880,false,SIN,Asia Pacific,Singapore,284 ms,4198 kB/s
8.219.67.133,2052,false,SIN,Asia Pacific,Singapore,274 ms,4198 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,282 ms,4186 kB/s
47.236.10.182,8880,false,SIN,Asia Pacific,Singapore,294 ms,4184 kB/s
47.236.75.113,2095,false,SIN,Asia Pacific,Singapore,280 ms,4181 kB/s
8.219.50.180,2052,false,SIN,Asia Pacific,Singapore,274 ms,4180 kB/s
47.236.123.133,2095,false,SIN,Asia Pacific,Singapore,282 ms,4179 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,269 ms,4179 kB/s
47.237.84.173,2086,false,SIN,Asia Pacific,Singapore,282 ms,4178 kB/s
47.236.130.95,80,false,SIN,Asia Pacific,Singapore,265 ms,4177 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,301 ms,4176 kB/s
47.236.168.17,8080,false,SIN,Asia Pacific,Singapore,285 ms,4174 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,272 ms,4168 kB/s
47.236.130.95,2095,false,SIN,Asia Pacific,Singapore,276 ms,4167 kB/s
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,274 ms,4165 kB/s
47.236.149.107,2095,false,SIN,Asia Pacific,Singapore,277 ms,4164 kB/s
47.242.125.241,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4162 kB/s
47.237.82.15,8880,false,SIN,Asia Pacific,Singapore,277 ms,4160 kB/s
47.236.5.223,8080,false,SIN,Asia Pacific,Singapore,280 ms,4156 kB/s
8.217.145.40,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,4152 kB/s
47.236.168.17,80,false,SIN,Asia Pacific,Singapore,286 ms,4149 kB/s
47.237.94.140,2086,false,SIN,Asia Pacific,Singapore,280 ms,4146 kB/s
47.236.202.91,8080,false,SIN,Asia Pacific,Singapore,271 ms,4146 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,270 ms,4138 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,274 ms,4129 kB/s
47.237.125.8,8080,false,SIN,Asia Pacific,Singapore,272 ms,4129 kB/s
47.236.166.131,2082,false,SIN,Asia Pacific,Singapore,284 ms,4126 kB/s
47.236.102.102,2086,false,SIN,Asia Pacific,Singapore,286 ms,4121 kB/s
8.210.156.6,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,4117 kB/s
47.237.0.31,8880,false,SIN,Asia Pacific,Singapore,265 ms,4116 kB/s
8.218.174.118,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,4114 kB/s
47.237.83.20,2082,false,SIN,Asia Pacific,Singapore,277 ms,4114 kB/s
47.236.130.95,8080,false,SIN,Asia Pacific,Singapore,277 ms,4113 kB/s
47.237.86.185,2086,false,SIN,Asia Pacific,Singapore,269 ms,4107 kB/s
47.237.100.206,2052,false,SIN,Asia Pacific,Singapore,273 ms,4104 kB/s
47.243.234.9,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,4093 kB/s
8.222.237.131,80,false,SIN,Asia Pacific,Singapore,279 ms,4090 kB/s
8.210.21.65,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,4085 kB/s
47.237.95.146,2082,false,SIN,Asia Pacific,Singapore,266 ms,4082 kB/s
8.218.201.73,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,4081 kB/s
47.236.121.23,8880,false,SIN,Asia Pacific,Singapore,292 ms,4079 kB/s
47.237.0.31,2052,false,SIN,Asia Pacific,Singapore,282 ms,4078 kB/s
47.236.205.188,2086,false,SIN,Asia Pacific,Singapore,282 ms,4078 kB/s
8.219.200.145,8080,false,SIN,Asia Pacific,Singapore,268 ms,4077 kB/s
47.236.232.148,2095,false,SIN,Asia Pacific,Singapore,284 ms,4074 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,280 ms,4067 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,276 ms,4064 kB/s
8.218.178.79,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,4060 kB/s
8.219.50.180,8080,false,SIN,Asia Pacific,Singapore,268 ms,4060 kB/s
47.236.164.215,80,false,SIN,Asia Pacific,Singapore,278 ms,4056 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,282 ms,4056 kB/s
47.236.171.205,2086,false,SIN,Asia Pacific,Singapore,278 ms,4053 kB/s
47.236.117.48,2095,false,SIN,Asia Pacific,Singapore,290 ms,4049 kB/s
47.237.94.140,2095,false,SIN,Asia Pacific,Singapore,265 ms,4044 kB/s
47.236.5.223,2095,false,SIN,Asia Pacific,Singapore,278 ms,4044 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,268 ms,4044 kB/s
47.237.100.206,8880,false,SIN,Asia Pacific,Singapore,271 ms,4038 kB/s
8.210.174.156,80,false,HKG,Asia Pacific,Hong Kong,68 ms,4037 kB/s
47.236.189.92,80,false,SIN,Asia Pacific,Singapore,283 ms,4031 kB/s
47.236.180.24,2086,false,SIN,Asia Pacific,Singapore,269 ms,4030 kB/s
47.236.104.11,2086,false,SIN,Asia Pacific,Singapore,288 ms,4026 kB/s
8.222.237.131,8080,false,SIN,Asia Pacific,Singapore,275 ms,4023 kB/s
47.236.180.24,8880,false,SIN,Asia Pacific,Singapore,280 ms,4022 kB/s
47.236.123.133,2086,false,SIN,Asia Pacific,Singapore,291 ms,4021 kB/s
47.237.82.15,2086,false,SIN,Asia Pacific,Singapore,271 ms,4019 kB/s
47.236.87.246,2052,false,SIN,Asia Pacific,Singapore,268 ms,4016 kB/s
8.210.207.214,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4001 kB/s
47.236.9.152,8880,false,SIN,Asia Pacific,Singapore,282 ms,3995 kB/s
8.222.237.131,2086,false,SIN,Asia Pacific,Singapore,274 ms,3989 kB/s
47.236.117.48,2086,false,SIN,Asia Pacific,Singapore,280 ms,3987 kB/s
47.236.97.90,80,false,SIN,Asia Pacific,Singapore,287 ms,3983 kB/s
47.236.232.148,2052,false,SIN,Asia Pacific,Singapore,284 ms,3979 kB/s
47.236.118.216,2052,false,SIN,Asia Pacific,Singapore,290 ms,3974 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,273 ms,3960 kB/s
47.236.167.231,2086,false,SIN,Asia Pacific,Singapore,276 ms,3953 kB/s
47.236.180.24,80,false,SIN,Asia Pacific,Singapore,276 ms,3948 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,285 ms,3946 kB/s
47.236.10.182,2052,false,SIN,Asia Pacific,Singapore,281 ms,3946 kB/s
8.219.202.130,2086,false,SIN,Asia Pacific,Singapore,286 ms,3945 kB/s
47.237.94.140,2082,false,SIN,Asia Pacific,Singapore,284 ms,3943 kB/s
47.236.165.25,8080,false,SIN,Asia Pacific,Singapore,277 ms,3941 kB/s
47.236.146.249,80,false,SIN,Asia Pacific,Singapore,278 ms,3940 kB/s
47.236.130.95,2052,false,SIN,Asia Pacific,Singapore,276 ms,3936 kB/s
47.237.83.20,2086,false,SIN,Asia Pacific,Singapore,273 ms,3932 kB/s
47.236.75.113,80,false,SIN,Asia Pacific,Singapore,283 ms,3930 kB/s
8.218.52.115,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,3926 kB/s
8.219.67.133,2082,false,SIN,Asia Pacific,Singapore,274 ms,3919 kB/s
47.236.5.223,80,false,SIN,Asia Pacific,Singapore,272 ms,3914 kB/s
47.237.95.13,2095,false,SIN,Asia Pacific,Singapore,284 ms,3913 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,271 ms,3911 kB/s
47.236.102.102,80,false,SIN,Asia Pacific,Singapore,275 ms,3911 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,279 ms,3907 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,276 ms,3907 kB/s
8.219.50.180,2082,false,SIN,Asia Pacific,Singapore,288 ms,3905 kB/s
47.236.170.54,8880,false,SIN,Asia Pacific,Singapore,284 ms,3903 kB/s
8.218.155.238,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,3903 kB/s
47.236.146.249,2086,false,SIN,Asia Pacific,Singapore,286 ms,3901 kB/s
47.236.83.239,2082,false,SIN,Asia Pacific,Singapore,278 ms,3901 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,273 ms,3899 kB/s
47.242.7.162,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,3898 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,278 ms,3896 kB/s
47.236.254.120,2086,false,SIN,Asia Pacific,Singapore,279 ms,3888 kB/s
47.236.189.92,8080,false,SIN,Asia Pacific,Singapore,270 ms,3886 kB/s
8.219.153.237,8880,false,NRT,Asia Pacific,Tokyo,373 ms,3879 kB/s
47.237.8.82,2082,false,SIN,Asia Pacific,Singapore,283 ms,3864 kB/s
